complaint_id,text,category,language,urgency,detected_language,emergency_keyword_score,severity_score,text_length,affected_population,repeat_complaint_count,hour_of_day,is_weekend,is_monsoon_season,split,cleaned_text
C0071,"घर के पास पानी की पाइपलाइन से लीकेज हो रही है, बहुत पानी बर्बाद हो रहा है।",Water Supply,Hindi,Medium,Hindi,0,0.5,17,1,0,17,0,0,train,"घर के पास पानी की पाइपलाइन से लीकेज हो रही है, बहुत पानी बर्बाद हो रहा है।"
C0072,"घर के पास पानी की पाइपलाइन से लीकेज हो रही है, बहुत पानी बर्बाद हो रहा है।",Water Supply,Hindi,High,Hindi,0,0.7,17,1,2,4,0,0,train,"घर के पास पानी की पाइपलाइन से लीकेज हो रही है, बहुत पानी बर्बाद हो रहा है।"
C0074,"हमारे इलाके में पिछले 3 दिनों से पानी की सप्लाई बंद है, लोग बहुत परेशान हैं।",Water Supply,Hindi,Medium,Hindi,0,0.5,16,1,1,14,0,1,train,"हमारे इलाके में पिछले 3 दिनों से पानी की सप्लाई बंद है, लोग बहुत परेशान हैं।"
C0075,"पानी का प्रेशर बहुत कम है, टंकी बिल्कुल नहीं भर रही है।",Water Supply,Hindi,Critical,Hindi,0,0.9,12,3,1,16,0,0,train,"पानी का प्रेशर बहुत कम है, टंकी बिल्कुल नहीं भर रही है।"
C0077,"घर के पास पानी की पाइपलाइन से लीकेज हो रही है, बहुत पानी बर्बाद हो रहा है।",Water Supply,Hindi,Low,Hindi,0,0.3,17,0,0,7,1,1,train,"घर के पास पानी की पाइपलाइन से लीकेज हो रही है, बहुत पानी बर्बाद हो रहा है।"
C0079,"घर के पास पानी की पाइपलाइन से लीकेज हो रही है, बहुत पानी बर्बाद हो रहा है।",Water Supply,Hindi,Medium,Hindi,0,0.5,17,0,2,1,1,0,train,"घर के पास पानी की पाइपलाइन से लीकेज हो रही है, बहुत पानी बर्बाद हो रहा है।"
C0080,"घर के पास पानी की पाइपलाइन से लीकेज हो रही है, बहुत पानी बर्बाद हो रहा है।",Water Supply,Hindi,High,Hindi,0,0.7,17,2,0,14,1,0,train,"घर के पास पानी की पाइपलाइन से लीकेज हो रही है, बहुत पानी बर्बाद हो रहा है।"
C0081,"घर के पास पानी की पाइपलाइन से लीकेज हो रही है, बहुत पानी बर्बाद हो रहा है।",Water Supply,Hindi,Low,Hindi,0,0.3,17,0,1,20,1,1,train,"घर के पास पानी की पाइपलाइन से लीकेज हो रही है, बहुत पानी बर्बाद हो रहा है।"
C0083,"हमारे इलाके में पिछले 3 दिनों से पानी की सप्लाई बंद है, लोग बहुत परेशान हैं।",Water Supply,Hindi,Low,Hindi,0,0.3,16,2,0,10,0,0,train,"हमारे इलाके में पिछले 3 दिनों से पानी की सप्लाई बंद है, लोग बहुत परेशान हैं।"
C0084,"हमारे इलाके में पिछले 5 दिनों से पानी की सप्लाई बंद है, लोग बहुत परेशान हैं।",Water Supply,Hindi,Critical,Hindi,0,0.9,16,3,1,12,1,0,train,"हमारे इलाके में पिछले 5 दिनों से पानी की सप्लाई बंद है, लोग बहुत परेशान हैं।"
C0085,"घर के पास पानी की पाइपलाइन से लीकेज हो रही है, बहुत पानी बर्बाद हो रहा है।",Water Supply,Hindi,Medium,Hindi,0,0.5,17,1,1,10,0,0,train,"घर के पास पानी की पाइपलाइन से लीकेज हो रही है, बहुत पानी बर्बाद हो रहा है।"
C0088,"हमारे इलाके में पिछले 3 दिनों से पानी की सप्लाई बंद है, लोग बहुत परेशान हैं।",Water Supply,Hindi,High,Hindi,0,0.7,16,1,1,15,0,1,train,"हमारे इलाके में पिछले 3 दिनों से पानी की सप्लाई बंद है, लोग बहुत परेशान हैं।"
C0089,"पानी का प्रेशर बहुत कम है, टंकी बिल्कुल नहीं भर रही है।",Water Supply,Hindi,Medium,Hindi,0,0.5,12,0,2,17,0,0,train,"पानी का प्रेशर बहुत कम है, टंकी बिल्कुल नहीं भर रही है।"
C0090,"हमारे इलाके में पिछले 2 दिनों से पानी की सप्लाई बंद है, लोग बहुत परेशान हैं।",Water Supply,Hindi,Critical,Hindi,0,0.9,16,3,4,15,0,1,train,"हमारे इलाके में पिछले 2 दिनों से पानी की सप्लाई बंद है, लोग बहुत परेशान हैं।"
C0091,"घर के पास पानी की पाइपलाइन से लीकेज हो रही है, बहुत पानी बर्बाद हो रहा है।",Water Supply,Hindi,Medium,Hindi,0,0.5,17,1,0,7,0,0,train,"घर के पास पानी की पाइपलाइन से लीकेज हो रही है, बहुत पानी बर्बाद हो रहा है।"
C0093,"There has been no water supply in our area for the past 5 days, residents are suffering.",Water Supply,English,High,English,1,0.8,17,3,5,14,1,1,train,"There has been no water supply in our area for the past 5 days, residents are suffering."
C0094,"There has been no water supply in our area for the past 2 days, residents are suffering.",Water Supply,English,Medium,English,1,0.6,17,0,0,22,0,1,train,"There has been no water supply in our area for the past 2 days, residents are suffering."
C0097,Water pressure is very low in our building and tanks are not filling properly.,Water Supply,English,Medium,English,0,0.5,14,2,1,4,1,0,train,Water pressure is very low in our building and tanks are not filling properly.
C0099,"There has been no water supply in our area for the past 5 days, residents are suffering.",Water Supply,English,Medium,English,1,0.6,17,0,2,0,0,0,train,"There has been no water supply in our area for the past 5 days, residents are suffering."
C0100,Water pipeline leakage near our house is wasting a lot of clean water.,Water Supply,English,High,English,0,0.7,13,2,2,21,0,0,train,Water pipeline leakage near our house is wasting a lot of clean water.
C0101,Water pipeline leakage near our house is wasting a lot of clean water.,Water Supply,English,Low,English,0,0.3,13,0,0,11,0,1,train,Water pipeline leakage near our house is wasting a lot of clean water.
C0103,Water pressure is very low in our building and tanks are not filling properly.,Water Supply,English,Low,English,0,0.3,14,0,0,12,0,1,train,Water pressure is very low in our building and tanks are not filling properly.
C0108,Water pipeline leakage near our house is wasting a lot of clean water.,Water Supply,English,Medium,English,0,0.5,13,1,1,14,0,0,train,Water pipeline leakage near our house is wasting a lot of clean water.
C0109,Water pipeline leakage near our house is wasting a lot of clean water.,Water Supply,English,Medium,English,0,0.5,13,2,0,4,0,1,train,Water pipeline leakage near our house is wasting a lot of clean water.
C0110,"There has been no water supply in our area for the past 1 days, residents are suffering.",Water Supply,English,High,English,1,0.8,17,1,2,19,0,1,train,"There has been no water supply in our area for the past 1 days, residents are suffering."
C0111,Water pipeline leakage near our house is wasting a lot of clean water.,Water Supply,English,High,English,0,0.7,13,3,1,21,1,0,train,Water pipeline leakage near our house is wasting a lot of clean water.
C0112,"There has been no water supply in our area for the past 1 days, residents are suffering.",Water Supply,English,Medium,English,1,0.6,17,0,3,22,1,0,train,"There has been no water supply in our area for the past 1 days, residents are suffering."
C0114,"Hamare area me 5 din se pani nahi aa raha, log bahut pareshaan hain.",Water Supply,Hinglish,Medium,English,0,0.5,14,3,4,7,1,0,train,"Hamare area me 5 din se pani nahi aa raha, log bahut pareshaan hain."
C0115,"Hamare area me 3 din se pani nahi aa raha, log bahut pareshaan hain.",Water Supply,Hinglish,Low,English,0,0.3,14,0,0,20,0,0,train,"Hamare area me 3 din se pani nahi aa raha, log bahut pareshaan hain."
C0116,"Ghar ke paas wali pipeline me leakage hai, bahut saara pani waste ho raha hai.",Water Supply,Hinglish,High,Hinglish,0,0.7,15,0,2,9,1,0,train,"Ghar ke paas wali pipeline me leakage hai, bahut saara pani waste ho raha hai."
C0117,"Hamare area me 5 din se pani nahi aa raha, log bahut pareshaan hain.",Water Supply,Hinglish,High,English,0,0.7,14,2,1,9,0,0,train,"Hamare area me 5 din se pani nahi aa raha, log bahut pareshaan hain."
C0118,"Hamare area me 5 din se pani nahi aa raha, log bahut pareshaan hain.",Water Supply,Hinglish,High,English,0,0.7,14,1,3,13,0,1,train,"Hamare area me 5 din se pani nahi aa raha, log bahut pareshaan hain."
C0119,"Ghar ke paas wali pipeline me leakage hai, bahut saara pani waste ho raha hai.",Water Supply,Hinglish,Critical,Hinglish,0,0.9,15,1,2,2,0,0,train,"Ghar ke paas wali pipeline me leakage hai, bahut saara pani waste ho raha hai."
C0120,"Hamare area me 4 din se pani nahi aa raha, log bahut pareshaan hain.",Water Supply,Hinglish,Critical,English,0,0.9,14,3,5,15,1,0,train,"Hamare area me 4 din se pani nahi aa raha, log bahut pareshaan hain."
C0121,"Building me pani ka pressure bahut low hai, tank bhar hi nahi raha.",Water Supply,Hinglish,Medium,English,0,0.5,13,1,0,8,0,1,train,"Building me pani ka pressure bahut low hai, tank bhar hi nahi raha."
C0122,"Hamare area me 1 din se pani nahi aa raha, log bahut pareshaan hain.",Water Supply,Hinglish,High,English,0,0.7,14,3,5,14,1,1,train,"Hamare area me 1 din se pani nahi aa raha, log bahut pareshaan hain."
C0123,"Ghar ke paas wali pipeline me leakage hai, bahut saara pani waste ho raha hai.",Water Supply,Hinglish,High,Hinglish,0,0.7,15,0,5,14,1,1,train,"Ghar ke paas wali pipeline me leakage hai, bahut saara pani waste ho raha hai."
C0125,"Building me pani ka pressure bahut low hai, tank bhar hi nahi raha.",Water Supply,Hinglish,Medium,English,0,0.5,13,0,0,12,1,0,train,"Building me pani ka pressure bahut low hai, tank bhar hi nahi raha."
C0126,"Ghar ke paas wali pipeline me leakage hai, bahut saara pani waste ho raha hai.",Water Supply,Hinglish,Medium,Hinglish,0,0.5,15,0,1,11,0,1,train,"Ghar ke paas wali pipeline me leakage hai, bahut saara pani waste ho raha hai."
C0128,"Hamare area me 4 din se pani nahi aa raha, log bahut pareshaan hain.",Water Supply,Hinglish,Critical,English,0,0.9,14,3,1,23,1,1,train,"Hamare area me 4 din se pani nahi aa raha, log bahut pareshaan hain."
C0129,"Ghar ke paas wali pipeline me leakage hai, bahut saara pani waste ho raha hai.",Water Supply,Hinglish,Medium,Hinglish,0,0.5,15,2,0,9,1,0,train,"Ghar ke paas wali pipeline me leakage hai, bahut saara pani waste ho raha hai."
C0130,"Hamare area me 2 din se pani nahi aa raha, log bahut pareshaan hain.",Water Supply,Hinglish,Medium,English,0,0.5,14,2,1,7,0,1,train,"Hamare area me 2 din se pani nahi aa raha, log bahut pareshaan hain."
C0131,"Hamare area me 2 din se pani nahi aa raha, log bahut pareshaan hain.",Water Supply,Hinglish,Medium,English,0,0.5,14,1,0,23,1,1,train,"Hamare area me 2 din se pani nahi aa raha, log bahut pareshaan hain."
C0134,"स्कूल के पास वाली मुख्य सड़क पर बहुत गड्ढे हैं, कभी भी दुर्घटना हो सकती है।",Transportation,Hindi,Critical,Hindi,0,0.9,16,1,0,9,0,0,train,"स्कूल के पास वाली मुख्य सड़क पर बहुत गड्ढे हैं, कभी भी दुर्घटना हो सकती है।"
C0135,"मुख्य सड़क पर लगी स्ट्रीटलाइट्स काम नहीं कर रही हैं, रात में बहुत खतरा रहता है।",Transportation,Hindi,High,Hindi,1,0.8,16,1,3,17,1,0,train,"मुख्य सड़क पर लगी स्ट्रीटलाइट्स काम नहीं कर रही हैं, रात में बहुत खतरा रहता है।"
C0137,"बस स्टॉप पर शेल्टर नहीं है, लोग सड़क पर खड़े होकर बस का इंतज़ार करते हैं।",Transportation,Hindi,Medium,Hindi,0,0.5,16,2,1,15,1,0,train,"बस स्टॉप पर शेल्टर नहीं है, लोग सड़क पर खड़े होकर बस का इंतज़ार करते हैं।"
C0139,"स्कूल के पास वाली मुख्य सड़क पर बहुत गड्ढे हैं, कभी भी दुर्घटना हो सकती है।",Transportation,Hindi,Medium,Hindi,0,0.5,16,2,0,7,1,1,train,"स्कूल के पास वाली मुख्य सड़क पर बहुत गड्ढे हैं, कभी भी दुर्घटना हो सकती है।"
C0140,"स्कूल के पास वाली मुख्य सड़क पर बहुत गड्ढे हैं, कभी भी दुर्घटना हो सकती है।",Transportation,Hindi,High,Hindi,0,0.7,16,3,4,17,0,1,train,"स्कूल के पास वाली मुख्य सड़क पर बहुत गड्ढे हैं, कभी भी दुर्घटना हो सकती है।"
C0142,"मुख्य सड़क पर लगी स्ट्रीटलाइट्स काम नहीं कर रही हैं, रात में बहुत खतरा रहता है।",Transportation,Hindi,Low,Hindi,1,0.4,16,1,0,8,0,1,train,"मुख्य सड़क पर लगी स्ट्रीटलाइट्स काम नहीं कर रही हैं, रात में बहुत खतरा रहता है।"
C0143,"मुख्य सड़क पर लगी स्ट्रीटलाइट्स काम नहीं कर रही हैं, रात में बहुत खतरा रहता है।",Transportation,Hindi,Medium,Hindi,1,0.6,16,3,2,3,0,0,train,"मुख्य सड़क पर लगी स्ट्रीटलाइट्स काम नहीं कर रही हैं, रात में बहुत खतरा रहता है।"
C0144,"स्कूल के पास वाली मुख्य सड़क पर बहुत गड्ढे हैं, कभी भी दुर्घटना हो सकती है।",Transportation,Hindi,Medium,Hindi,0,0.5,16,1,3,17,0,1,train,"स्कूल के पास वाली मुख्य सड़क पर बहुत गड्ढे हैं, कभी भी दुर्घटना हो सकती है।"
C0145,"स्कूल के पास वाली मुख्य सड़क पर बहुत गड्ढे हैं, कभी भी दुर्घटना हो सकती है।",Transportation,Hindi,High,Hindi,0,0.7,16,2,1,20,1,1,train,"स्कूल के पास वाली मुख्य सड़क पर बहुत गड्ढे हैं, कभी भी दुर्घटना हो सकती है।"
C0146,"मुख्य सड़क पर लगी स्ट्रीटलाइट्स काम नहीं कर रही हैं, रात में बहुत खतरा रहता है।",Transportation,Hindi,High,Hindi,1,0.8,16,1,2,13,0,0,train,"मुख्य सड़क पर लगी स्ट्रीटलाइट्स काम नहीं कर रही हैं, रात में बहुत खतरा रहता है।"
C0147,"मुख्य सड़क पर लगी स्ट्रीटलाइट्स काम नहीं कर रही हैं, रात में बहुत खतरा रहता है।",Transportation,Hindi,Medium,Hindi,1,0.6,16,0,0,15,0,0,train,"मुख्य सड़क पर लगी स्ट्रीटलाइट्स काम नहीं कर रही हैं, रात में बहुत खतरा रहता है।"
C0150,"स्कूल के पास वाली मुख्य सड़क पर बहुत गड्ढे हैं, कभी भी दुर्घटना हो सकती है।",Transportation,Hindi,High,Hindi,0,0.7,16,0,3,13,0,1,train,"स्कूल के पास वाली मुख्य सड़क पर बहुत गड्ढे हैं, कभी भी दुर्घटना हो सकती है।"
C0152,"स्कूल के पास वाली मुख्य सड़क पर बहुत गड्ढे हैं, कभी भी दुर्घटना हो सकती है।",Transportation,Hindi,High,Hindi,0,0.7,16,1,2,7,1,0,train,"स्कूल के पास वाली मुख्य सड़क पर बहुत गड्ढे हैं, कभी भी दुर्घटना हो सकती है।"
C0153,"बस स्टॉप पर शेल्टर नहीं है, लोग सड़क पर खड़े होकर बस का इंतज़ार करते हैं।",Transportation,Hindi,Low,Hindi,0,0.3,16,1,0,17,1,1,train,"बस स्टॉप पर शेल्टर नहीं है, लोग सड़क पर खड़े होकर बस का इंतज़ार करते हैं।"
C0155,"स्कूल के पास वाली मुख्य सड़क पर बहुत गड्ढे हैं, कभी भी दुर्घटना हो सकती है।",Transportation,Hindi,Low,Hindi,0,0.3,16,1,0,14,0,0,train,"स्कूल के पास वाली मुख्य सड़क पर बहुत गड्ढे हैं, कभी भी दुर्घटना हो सकती है।"
C0157,"बस स्टॉप पर शेल्टर नहीं है, लोग सड़क पर खड़े होकर बस का इंतज़ार करते हैं।",Transportation,Hindi,Critical,Hindi,0,0.9,16,3,3,18,0,1,train,"बस स्टॉप पर शेल्टर नहीं है, लोग सड़क पर खड़े होकर बस का इंतज़ार करते हैं।"
C0159,"बस स्टॉप पर शेल्टर नहीं है, लोग सड़क पर खड़े होकर बस का इंतज़ार करते हैं।",Transportation,Hindi,High,Hindi,0,0.7,16,1,1,4,1,0,train,"बस स्टॉप पर शेल्टर नहीं है, लोग सड़क पर खड़े होकर बस का इंतज़ार करते हैं।"
