complaint_id,text,category,language,urgency,detected_language,emergency_keyword_score,severity_score,text_length,affected_population,repeat_complaint_count,hour_of_day,is_weekend,is_monsoon_season,split,cleaned_text
C0067,Sewer ka pani drinking water supply ke saath mix ho raha hai.,Water Supply,Hinglish,Medium,Hinglish,0,0.5,12,1,0,22,0,1,train,Sewer ka pani drinking water supply ke saath mix ho raha hai.
C0068,"Hamare area me 1 din se pani nahi aa raha, log bahut pareshaan hain.",Water Supply,Hinglish,High,English,0,0.5,14,0,2,21,0,0,val,"Hamare area me 1 din se pani nahi aa raha, log bahut pareshaan hain."
C0069,Hamari gali ka public tap toota hua hai aur continuously leak ho raha hai.,Water Supply,Hinglish,Low,Hinglish,0,0.5,14,1,0,9,0,0,test,Hamari gali ka public tap toota hua hai aur continuously leak ho raha hai.
C0070,"Hamare area me 3 din se pani nahi aa raha, log bahut pareshaan hain.",Water Supply,Hinglish,Medium,English,0,0.5,14,0,1,5,0,1,train,"Hamare area me 3 din se pani nahi aa raha, log bahut pareshaan hain."
C0071,"Hamare area me 4 din se pani nahi aa raha, log bahut pareshaan hain.",Water Supply,Hinglish,Low,English,0,0.5,14,1,0,13,0,1,train,"Hamare area me 4 din se pani nahi aa raha, log bahut pareshaan hain."
C0072,"Hamare area me 2 din se pani nahi aa raha, log bahut pareshaan hain.",Water Supply,Hinglish,Medium,English,0,0.5,14,0,2,12,0,1,train,"Hamare area me 2 din se pani nahi aa raha, log bahut pareshaan hain."
C0073,सर्विस रोड पर अवैध पार्किंग से ट्रैफिक जाम हो रहा है।,Transportation,Hindi,High,Hindi,0,0.5,11,0,2,10,0,0,train,सर्विस रोड पर अवैध पार्किंग से ट्रैफिक जाम हो रहा है।
C0074,"मुख्य सड़क पर लगी स्ट्रीटलाइट्स काम नहीं कर रही हैं, रात में बहुत खतरा रहता है।",Transportation,Hindi,Critical,Hindi,1,0.6,16,3,3,21,0,1,test,"मुख्य सड़क पर लगी स्ट्रीटलाइट्स काम नहीं कर रही हैं, रात में बहुत खतरा रहता है।"
C0075,फुटपाथ की टाइलें टूटी हुई हैं और यह पैदल चलने वालों के लिए खतरनाक है।,Transportation,Hindi,Critical,Hindi,0,0.5,15,2,1,21,0,0,train,फुटपाथ की टाइलें टूटी हुई हैं और यह पैदल चलने वालों के लिए खतरनाक है।
C0076,सड़क के बीच में मैनहोल का ढक्कन खुला है।,Transportation,Hindi,Medium,Hindi,0,0.49,9,3,1,0,0,0,train,सड़क के बीच में मैनहोल का ढक्कन खुला है।
C0077,चौराहे पर ट्रैफिक सिग्नल कल से काम नहीं कर रहा है।,Transportation,Hindi,Medium,Hindi,0,0.5,11,3,0,18,0,0,val,चौराहे पर ट्रैफिक सिग्नल कल से काम नहीं कर रहा है।
C0078,सड़क पर बैठे आवारा मवेशी दुर्घटना का कारण बन रहे हैं।,Transportation,Hindi,Medium,Hindi,0,0.5,11,3,0,5,0,0,train,सड़क पर बैठे आवारा मवेशी दुर्घटना का कारण बन रहे हैं।
C0079,"स्कूल के पास वाली मुख्य सड़क पर बहुत गड्ढे हैं, कभी भी दुर्घटना हो सकती है।",Transportation,Hindi,Low,Hindi,0,0.5,16,1,0,3,0,1,train,"स्कूल के पास वाली मुख्य सड़क पर बहुत गड्ढे हैं, कभी भी दुर्घटना हो सकती है।"
C0080,"बस स्टॉप पर शेल्टर नहीं है, लोग सड़क पर खड़े होकर बस का इंतज़ार करते हैं।",Transportation,Hindi,Medium,Hindi,0,0.5,16,2,1,16,1,0,test,"बस स्टॉप पर शेल्टर नहीं है, लोग सड़क पर खड़े होकर बस का इंतज़ार करते हैं।"
C0081,मुख्य चौराहे पर दिशा सूचक बोर्ड गायब है।,Transportation,Hindi,Medium,Hindi,0,0.48,8,1,1,22,1,0,train,मुख्य चौराहे पर दिशा सूचक बोर्ड गायब है।
C0082,स्पीड ब्रेकर बहुत ऊंचे हैं और वाहनों को नुकसान पहुंचा रहे हैं।,Transportation,Hindi,High,Hindi,0,0.5,12,3,1,9,0,0,train,स्पीड ब्रेकर बहुत ऊंचे हैं और वाहनों को नुकसान पहुंचा रहे हैं।
C0083,"Streetlights on the main road are not working, making it very unsafe at night.",Transportation,English,Medium,English,0,0.5,14,1,1,22,1,0,train,"Streetlights on the main road are not working, making it very unsafe at night."
C0084,The bus stop has no proper shelter and people stand on the road in traffic.,Transportation,English,High,English,0,0.5,15,3,1,17,1,1,train,The bus stop has no proper shelter and people stand on the road in traffic.
C0085,Footpath tiles are broken and it is dangerous for pedestrians.,Transportation,English,Medium,English,1,0.6,10,3,0,20,0,0,val,Footpath tiles are broken and it is dangerous for pedestrians.
C0086,Speed breakers are too high and damaging vehicles.,Transportation,English,Medium,English,0,0.48,8,2,0,21,0,1,test,Speed breakers are too high and damaging vehicles.
C0087,Illegal parking on the service road is causing traffic jams.,Transportation,English,Medium,Hinglish,0,0.5,10,3,2,20,1,0,train,Illegal parking on the service road is causing traffic jams.
C0088,Stray cattle sitting on the road are causing accidents.,Transportation,English,Critical,English,1,0.59,9,2,4,20,0,0,train,Stray cattle sitting on the road are causing accidents.
C0089,The main road near the school is full of potholes and accidents can happen anytime.,Transportation,English,High,English,1,0.6,15,1,0,15,0,1,train,The main road near the school is full of potholes and accidents can happen anytime.
C0090,Manhole cover is open in the middle of the road.,Transportation,English,Low,English,0,0.5,10,1,2,21,1,1,train,Manhole cover is open in the middle of the road.
C0091,Traffic signal at the junction is not working since yesterday.,Transportation,English,Low,English,0,0.5,10,0,0,13,1,0,val,Traffic signal at the junction is not working since yesterday.
C0092,Direction signboard is missing at the main crossing.,Transportation,English,High,English,0,0.48,8,0,5,4,0,0,train,Direction signboard is missing at the main crossing.
C0093,Speed breakers bahut high hain aur vehicles ko damage kar rahe hain.,Transportation,Hinglish,High,English,0,0.5,12,1,0,5,1,1,train,Speed breakers bahut high hain aur vehicles ko damage kar rahe hain.
C0094,Junction par traffic signal kal se kaam nahi kar raha hai.,Transportation,Hinglish,Medium,English,0,0.5,11,0,0,1,0,0,train,Junction par traffic signal kal se kaam nahi kar raha hai.
C0095,"Main road ki streetlights kaam nahi kar rahi, raat me bahut khatra rehta hai.",Transportation,Hinglish,High,Hinglish,0,0.5,14,2,2,1,0,0,train,"Main road ki streetlights kaam nahi kar rahi, raat me bahut khatra rehta hai."
C0096,Road par baithe stray cattle accidents ka reason ban rahe hain.,Transportation,Hinglish,High,English,1,0.6,11,2,0,21,1,1,train,Road par baithe stray cattle accidents ka reason ban rahe hain.
C0097,Footpath tiles tooti hui hain aur ye pedestrians ke liye dangerous hai.,Transportation,Hinglish,Low,English,1,0.6,12,1,0,17,0,0,train,Footpath tiles tooti hui hain aur ye pedestrians ke liye dangerous hai.
C0098,"Bus stop pe proper shelter nahi hai, log road par khade hokar bus ka wait karte hain.",Transportation,Hinglish,Medium,English,0,0.5,17,2,0,22,0,1,test,"Bus stop pe proper shelter nahi hai, log road par khade hokar bus ka wait karte hain."
C0099,Road ke beech mein manhole cover open hai.,Transportation,Hinglish,Medium,English,0,0.48,8,3,0,12,0,1,val,Road ke beech mein manhole cover open hai.
C0100,Main crossing par direction signboard missing hai.,Transportation,Hinglish,Low,English,0,0.47,7,1,0,17,0,1,train,Main crossing par direction signboard missing hai.
C0101,Service road par illegal parking se traffic jam ho raha hai.,Transportation,Hinglish,High,Hinglish,0,0.5,11,1,2,14,1,1,val,Service road par illegal parking se traffic jam ho raha hai.
C0102,"School ke paas wali main road par bahut potholes hain, kabhi bhi accident ho sakta hai.",Transportation,Hinglish,Low,Hinglish,1,0.6,16,1,0,20,0,0,train,"School ke paas wali main road par bahut potholes hain, kabhi bhi accident ho sakta hai."
